Australia,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
GreatBritain,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Mexico,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
Cuba,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+2,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place--1
Venezuela,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-+1
Italy,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place--2,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0
Russia,Lap-2-Place-0,Lap-3-Place--1,Lap-4-Place--2,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0
TeamUsn,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place--1
Ukraine,Lap-2-Place-0,Lap-3-Place--1,Lap-4-Place-+1,Lap-5-Place--1,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-+1
Canada,Lap-2-Place-+2,Lap-3-Place-+1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0
